
Subclases;26240;Fabricació d'altres productes ceràmics d'ús tècnic;
Clases;2625;Fabricació d'altres productes ceràmics;
Subclases;26250;Fabricació d'altres productes ceràmics;
Clases;2626;Fabricació de productes ceràmics refractaris;
Subclases;26260;Fabricació de productes ceràmics refractaris;
Grupos;263;Fabricació de rajoles de València i rajoles de ceràmica;
Clases;2630;Fabricació de rajoles de València i rajoles de ceràmica;
Subclases;26300;Fabricació de rajoles de València i rajoles de ceràmica;
Grupos;264;Fabricació de maons, teules i productes de terra cuita per a la construcció;
Clases;2640;Fabricació de maons, teules i productes de terra cuita per a la construcció;
Subclases;26400;Fabricació de maons, teules i productes de terra cuita per a la construcció;
Grupos;265;Fabricació de ciment, calç i guix;
Clases;2651;Fabricació de ciment;
Subclases;26510;Fabricació de ciment;
Clases;2652;Fabricació de calç;
Subclases;26520;Fabricació de calç;
Clases;2653;Fabricació de guix;
Subclases;26530;Fabricació de guix;
Grupos;266;Fabricació d'elements de formigó, guix i ciment;
Clases;2661;Fabricació d'elements de formigó per a la construcció;
Subclases;26610;Fabricació d'elements de formigó per a la construcció;
Clases;2662;Fabricació d'elements de guix per a la construcció;
Subclases;26620;Fabricació d'elements de guix per a la construcció;
Clases;2663;Fabricació de formigó fresc;
Subclases;26630;Fabricació de formigó fresc;
Clases;2664;Fabricació de morter;
Subclases;26640;Fabricació de morter;
Clases;2665;Fabricació de fibrociment;
Subclases;26650;Fabricació de fibrociment;
Clases;2666;Fabricació d'altres productes de formigó, guix i ciment;
Subclases;26660;Fabricació d'altres productes de formigó, guix i ciment;
Grupos;267;Indústries de la pedra ornamental i per a la construcció;
Clases;2670;Indústries de la pedra ornamental i per a la construcció;
Subclases;26701;Tallament i acabament de la pedra;
Subclases;26702;Fabricació de pedres artificials amb aglutinants sintètics;
Grupos;268;Fabricació de productes minerals no metàl·lics diversos;
Clases;2681;Fabricació de productes abrasius;
Subclases;26810;Fabricació de productes abrasius;
Clases;2682;Fabricació d'altres productes minerals no metàl·lics;
Subclases;26820;Fabricació d'altres productes minerals no metàl·lics;
Subsecciones;DJ;METAL·LÚRGIA I FABRICACIÓ DE PRODUCTES METÀL·LICS;
Divisiones;27;Metal·lúrgia;
Grupos;271;Fabricació de productes bàsics de ferro, acer i ferroaliatges;
Clases;2710;Fabricació de productes bàsics de ferro, acer i ferroaliatges;
Subclases;27100;Fabricació de productes bàsics de ferro, acer i ferroaliatges;
Grupos;272;Fabricació de tubs;
Clases;2721;Fabricació de tubs de ferro;
Subclases;27211;Producció de tubs de ferro;
Subclases;27212;Producció d'accessoris de tubs de ferro;
Clases;2722;Fabricació de tubs d'acer;
Subclases;27221;Producció de tubs d'acer;
Subclases;27222;Producció d'accessoris de tubs d'acer;
Grupos;273;Altres activitats de la transformació del ferro i de l'acer;
Clases;2731;Estiratge en fred;
Subclases;27310;Estiratge en fred;
Clases;2732;Laminatge en fred;
Subclases;27320;Laminatge en fred;
Clases;2733;Producció de perfils en fred amb conformació per doblegament;
Subclases;27330;Producció de perfils en fred amb conformació per doblegament;
Clases;2734;Trefilatge en fred;
Subclases;27340;Trefilatge en fred;
Grupos;274;Producció i primera transformació de metalls preciosos i d'altres metalls no fèrrics;
Clases;2741;Producció i primera transformació de metalls preciosos;
Subclases;27410;Producció i primera transformació de metalls preciosos;
Clases;2742;Producció i primera transformació d'alumini;
Subclases;27420;Producció i primera transformació d'alumini;
Clases;2743;Producció i primera transformació de plom, zinc i estany;
Subclases;27431;Producció i primera transformació de plom;
Subclases;27432;Producció i primera transformació de zinc;
Subclases;27433;Producció i primera transformació d'estany;
Clases;2744;Producció i primera transformació de coure;
Subclases;27440;Producció i primera transformació de coure;
Clases;2745;Producció i primera transformació d'altres metalls no fèrrics;
Subclases;27450;Producció i primera transformació d'altres metalls no fèrrics;
Grupos;275;Fosa de metalls;
Clases;2751;Fosa de ferro;
Subclases;27510;Fosa de ferro;
Clases;2752;Fosa d'acer;
Subclases;27520;Fosa d'acer;
Clases;2753;Fosa de metalls lleugers;
Subclases;27530;Fosa de metalls lleugers;
Clases;2754;Fosa d'altres metalls no fèrrics;
Subclases;27540;Fosa d'altres metalls no fèrrics;
Divisiones;28;Fabricació de productes metàl·lics, excepte maquinària i equips;
Grupos;281;Fabricació d'elements metàl·lics per a la construcció;
Clases;2811;Fabricació d'estructures metàl·liques i els seus components;
Subclases;28110;Fabricació d'estructures metàl·liques i els seus components;
Clases;2812;Fabricació de tancaments metàl·lics;
Subclases;28120;Fabricació de tancaments metàl·lics;
Grupos;282;"Fabricació de cisternes, grans dipòsits i contenidors de metall; fabricació de radiadors i calderes per a calefacció central";
Clases;2821;Fabricació de cisternes, grans dipòsits i contenidors de metall;
Subclases;28210;Fabricació de cisternes, grans dipòsits i contenidors de metall;
Clases;2822;Fabricació de radiadors i calderes per a calefacció central;
Subclases;28220;Fabricació de radiadors i calderes per a calefacció central;
Grupos;283;Fabricació de generadors de vapor;
Clases;2830;Fabricació de generadors de vapor;
Subclases;28300;Fabricació de generadors de vapor;
Grupos;284;"Forja, estampació, embotició de metalls; pulverimetal·lúrgia";
Clases;2840;"Forja, estampació, embotició de metalls; pulverimetal·lúrgia";
Subclases;28401;Forja i estampació de metalls;
Subclases;28402;Tall amb matriu i embotició de metalls;
Subclases;28403;Pulverimetal·lúrgia;
Grupos;285;"Tractament i revestiment de metalls; enginyeria mecànica general per compte d'altri";
Clases;2851;Tractament i revestiment de metalls;
Subclases;28510;Tractament i revestiment de metalls;
Clases;2852;Enginyeria mecànica general per compte d'altri;
Subclases;28520;Enginyeria mecànica general per compte d'altri;
Grupos;286;Fabricació d'articles de ganiveteria i coberts, eines i ferreteria;
Clases;2861;Fabricació d'articles de ganiveteria i coberts;
Subclases;28610;Fabricació d'articles de ganiveteria i coberts;
Clases;2862;Fabricació d'eines i d'estris intercanviables per a màquines eina;
Subclases;28621;Fabricació d'eines manuals;
Subclases;28622;Fabricació d'eines mecàniques;
Clases;2863;Fabricació de panys i ferramentes;
Subclases;28630;Fabricació de panys i ferramentes;
Grupos;287;Fabricació de productes metàl·lics diversos, excepte mobles;
Clases;2871;Fabricació de bidons i tonells de ferro o d'acer;
Subclases;28710;Fabricació de bidons i tonells de ferro o d'acer;
Clases;2872;Fabricació d'envasos i embalatges lleugers, en metall;
Subclases;28720;Fabricació d'envasos i embalatges lleugers, en metall;
Clases;2873;Fabricació de productes de filferro;
Subclases;28730;Fabricació de productes de filferro;
Clases;2874;Fabricació de perns, cargols, cadenes i molles;
Subclases;28740;Fabricació de perns, cargols, cadenes i molles;
Clases;2875;Fabricació d'altres productes metàl·lics;
Subclases;28751;Fabricació d'articles metàl·lics de parament domèstic;
Subclases;28752;Fabricació de caixes fortes i portes de seguretat;
Subclases;28753;Fabricació d'altres productes metàl·lics diversos;
Subsecciones;DK;INDÚSTRIES DE LA CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS MECÀNICS;
Divisiones;29;Indústries de la construcció de maquinària i equips mecànics;
Grupos;291;Fabricació de màquines, equips i materials mecànics;
Clases;2911;Fabricació de motors i turbines, excepte els destinats a aeronaus, vehicles automòbils i ciclomotors;
Subclases;29110;Fabricació de motors i turbines, excepte els destinats a aeronaus, vehicles automòbils i ciclomotors;
Clases;2912;Fabricació de bombes, compressors i sistemes hidràulics;
Subclases;29121;Fabricació de bombes;
Subclases;29122;Fabricació de compressors;
Subclases;29123;Fabricació de transmissions hidràuliques i pneumàtiques;
Clases;2913;Fabricació de vàlvules i aixetes;
Subclases;29130;Fabricació de vàlvules i aixetes;
Clases;2914;Fabricació de coixinets, engranatges i òrgans mecànics de transmissió;
Subclases;29141;Fabricació de rodaments;
Subclases;29142;Fabricació d'òrgans mecànics de transmissió;
Grupos;292;Fabricació d'altres tipus de maquinària, equips i materials mecànics d'ús general;
Clases;2921;Fabricació de forns i cremadors;
Subclases;29210;Fabricació de forns i cremadors;
Clases;2922;Fabricació de maquinària d'elevació i manipulació;
Subclases;29221;Fabricació d'ascensors, muntacàrregues, escales mecàniques i similars;
Subclases;29222;Fabricació d'altres tipus de materials d'elevació i de manipulació;
Clases;2923;Fabricació de maquinària de ventilació i refrigeració no domèstica;
Subclases;29230;Fabricació de maquinària de ventilació i refrigeració no domèstica;
Clases;2924;Fabricació d'altres tipus de maquinària d'ús general;
Subclases;29241;Fabricació de maquinària i d'equips d'embalatge i de condicionament;
Subclases;29242;Fabricació de materials per pesar;
Subclases;29243;Fabricació d'altres tipus de maquinària d'ús general per a la indústria;
Grupos;293;Fabricació de maquinària agrària;
Clases;2931;Fabricació de tractors agrícoles;
Subclases;29310;Fabricació de tractors agrícoles;
Clases;2932;Fabricació d'altres tipus de maquinària agrària;
Subclases;29321;Producció d'altres tipus de maquinària agrària;
Subclases;29322;Reparació de maquinària i material agrari;
Grupos;294;Fabricació de màquines eina;
Clases;2941;Fabricació de màquines eina elèctriques portàtils;
Subclases;29410;Fabricació de màquines eina elèctriques portàtils;
Clases;2942;Fabricació de màquines eina per treballar els metalls, excepte elèctriques portàtils;
Subclases;29420;Fabricació de màquines eina per treballar els metalls, excepte elèctriques portàtils;
Clases;2943;Fabricació d'altres tipus de màquines eina;
Subclases;29430;Fabricació d'altres tipus de màquines eina;
Grupos;295;Fabricació de maquinària diversa per a usos específics;
Clases;2951;Fabricació de maquinària per a les indústries metal·lúrgiques;
Subclases;29510;Fabricació de maquinària per a les indústries metal·lúrgiques;
Clases;2952;Fabricació de maquinària per a les indústries extractives i de la construcció;
Subclases;29520;Fabricació de maquinària per a les indústries extractives i de la construcció;
Clases;2953;Fabricació de maquinària per a les indústries de l'alimentació, begudes i tabac;
Subclases;29530;Fabricació de maquinària per a les indústries de l'alimentació, begudes i tabac;
Clases;2954;Fabricació de maquinària per a les indústries tèxtils, de la confecció i del cuir;
Subclases;29541;Fabricació de maquinària per a les indústries tèxtils i de la confecció;
Subclases;29542;Fabricació de maquinària de rentatge i neteja en sec;
Subclases;29543;Fabricació de maquinària per a les indústries del cuir i del calçat;
Clases;2955;Fabricació de maquinària per a les indústries del paper i del cartó;
Subclases;29550;Fabricació de maquinària per a les indústries del paper i del cartó;
Clases;2956;Fabricació d'altres tipus de maquinària per a usos específics;
Subclases;29561;Fabricació de maquinària i equips per a arts gràfiques;
Subclases;29562;Fabricació de màquines per treballar el cautxú i les matèries plàstiques;
Subclases;29563;Fabricació de motlles;
Subclases;29564;Fabricació d'altres tipus de maquinària per a usos específics;
Grupos;296;Fabricació d'armes i municions;
Clases;2960;Fabricació d'armes i municions;
Subclases;29601;Fabricació d'armament pesant;
Subclases;29602;Fabricació d'armes lleugeres;
Grupos;297;Fabricació d'aparells domèstics;
Clases;2971;Fabricació d'aparells electrodomèstics;
Subclases;29710;Fabricació d'aparells electrodomèstics;
Clases;2972;Fabricació d'aparells domèstics no elèctrics;
Subclases;29720;Fabricació d'aparells domèstics no elèctrics;
Subsecciones;DL;INDÚSTRIES DE MATERIALS I EQUIPS ELÈCTRICS, ELECTRÒNICS I ÒPTICS;
Divisiones;30;Fabricació de màquines d'oficina i equips informàtics;
Grupos;300;Fabricació de màquines d'oficina i equips informàtics;
Clases;3001;Fabricació de màquines d'oficina;
Subclases;30010;Fabricació de màquines d'oficina;
Clases;3002;Fabricació d'ordinadors i altres equips informàtics;
Subclases;30020;Fabricació d'ordinadors i altres equips informàtics;
Divisiones;31;Fabricació de maquinària i materials elèctrics;
Grupos;311;Fabricació de motors elèctrics, transformadors i generadors;
Clases;3110;Fabricació de motors elèctrics, transformadors i generadors;
Subclases;31100;Fabricació de motors elèctrics, transformadors i generadors;
Grupos;312;Fabricació d'aparells de distribució i control elèctrics;
Clases;3120;Fabricació d'aparells de distribució i control elèctrics;
Subclases;31200;Fabricació d'aparells de distribució i control elèctrics;
Grupos;313;Fabricació de fils i cables elèctrics aïllats;
Clases;3130;Fabricació de fils i cables elèctrics aïllats;
Subclases;31300;Fabricació de fils i cables elèctrics aïllats;
Grupos;314;Fabricació d'acumuladors i piles elèctriques;
Clases;3140;Fabricació d'acumuladors i piles elèctriques;
Subclases;31400;Fabricació d'acumuladors i piles elèctriques;
Grupos;315;Fabricació de llums elèctrics i aparells d'il·luminació;
Clases;3150;Fabricació de llums elèctrics i aparells d'il·luminació;
Subclases;31501;Fabricació de llums i tubs elèctrics;
Subclases;31502;Fabricació d'aparells d'il·luminació;
Grupos;316;Fabricació d'altres tipus d'equips elèctrics;
Clases;3161;Fabricació de materials i equips elèctrics per a motors i vehicles;
Subclases;31611;Fabricació d'aparells i dispositius elèctrics per a motors de combustió interna;
Subclases;31612;Fabricació d'aparells elèctrics d'il·luminació i senyalització per a material de transport;
Clases;3162;Fabricació d'altres tipus d'equips i materials elèctrics;
Subclases;31620;Fabricació d'altres tipus d'equips i materials elèctrics;
Divisiones;32;"Fabricació de materials electrònics; fabricació d'equips i aparells de ràdio, televisió i comunicacions";
Grupos;321;Fabricació de vàlvules, tubs i altres components electrònics;
Clases;3210;Fabricació de vàlvules, tubs i altres components electrònics;
Subclases;32100;Fabricació de vàlvules, tubs i altres components electrònics;
Grupos;322;Fabricació de transmissors de radiodifusió i televisió, i d'aparells per a la radiotelefonia i radiotelegrafia amb fils;
Clases;3220;Fabricació de transmissors de radiodifusió i televisió, i d'aparells per a la radiotelefonia i radiotelegrafia amb fils;
Subclases;32201;Fabricació d'equips d'emissió de ràdio i televisió;
Subclases;32202;Fabricació d'aparells per a la radiotelefonia i radiotelegrafia amb fils;
Grupos;323;Fabricació d'aparells de recepció, enregistrament i reproducció de so i imatge;
Clases;3230;Fabricació d'aparells de recepció, enregistrament i reproducció de so i imatge;
Subclases;32300;Fabricació d'aparells de recepció, enregistrament i reproducció de so i imatge;
Divisiones;33;Fabricació d'equips i instruments medicoquirúrgics, de precisió, òptica i rellotgeria;
Grupos;331;Fabricació d'equips i instruments medicoquirúrgics i d'aparells ortopèdics;
Clases;3310;Fabricació d'equips i instruments medicoquirúrgics i d'aparells ortopèdics;
Subclases;33100;Fabricació d'equips i instruments medicoquirúrgics i d'aparells ortopèdics;
Grupos;332;Fabricació d'instruments i aparells de mesura, verificació, control, navegació i altres fins, excepte equips de control per a processos industrials;
Clases;3320;Fabricació d'instruments i aparells de mesura, verificació, control, navegació i altres fins, excepte equips de control per a processos industrials;
Subclases;33200;Fabricació d'instruments i aparells de mesura, verificació, control, navegació i altres fins, excepte equips de control per a processos industrials;
Grupos;333;Fabricació d'equips de control per a processos industrials;
Clases;3330;Fabricació d'equips de control per a processos industrials;
Subclases;33300;Fabricació d'equips de control per a processos industrials;
Grupos;334;Fabricació d'instruments d'òptica i d'equips fotogràfics;
Clases;3340;Fabricació d'instruments d'òptica i d'equips fotogràfics;
Subclases;33401;Fabricació de lents correctores de la visió;
Subclases;33402;Fabricació d'instruments fotogràfics i òptics;
Grupos;335;Fabricació de rellotges;
Clases;3350;Fabricació de rellotges;
Subclases;33500;Fabricació de rellotges;
Subsecciones;DM;FABRICACIÓ DE MATERIALS DE TRANSPORT;
Divisiones;34;Fabricació de vehicles de motor, remolcs i semiremolcs;
Grupos;341;Fabricació de vehicles de motor;
Clases;3410;Fabricació de vehicles de motor;
Subclases;34100;Fabricació de vehicles de motor;
Grupos;342;Fabricació de carrosseries per a vehicles de motor, remolcs i semiremolcs;
Clases;3420;Fabricació de carrosseries per a vehicles de motor, remolcs i semiremolcs;
Subclases;34200;Fabricació de carrosseries per a vehicles de motor, remolcs i semiremolcs;
Grupos;343;Fabricació de components, peces i accessoris no elèctrics per a vehicles de motor i els seus motors;
Clases;3430;Fabricació de components, peces i accessoris no elèctrics per a vehicles de motor i els seus motors;
Subclases;34300;Fabricació de components, peces i accessoris no elèctrics per a vehicles de motor i els seus motors;
Divisiones;35;Fabricació d'altres materials de transport;
Grupos;351;Construcció i reparació naval;
Clases;3511;Construcció i reparació de vaixells, excepte d'esbarjo i d'esport;
Subclases;35111;Construcció i reparació de vaixells;
Subclases;35112;Desballestament naval;
Clases;3512;Construcció i reparació d'embarcacions d'esbarjo i d'esport;
Subclases;35120;Construcció i reparació d'embarcacions d'esbarjo i d'esport;
Grupos;352;Fabricació de material ferroviari;
Clases;3520;Fabricació de material ferroviari;
Subclases;35200;Fabricació de material ferroviari;
Grupos;353;Construcció aeronàutica i espacial;
Clases;3530;Construcció aeronàutica i espacial;
Subclases;35300;Construcció aeronàutica i espacial;
Grupos;354;Fabricació de motocicletes i bicicletes;
Clases;3541;Fabricació de motocicletes;
Subclases;35410;Fabricació de motocicletes;
Clases;3542;Fabricació de bicicletes;
Subclases;35420;Fabricació de bicicletes;
Clases;3543;Fabricació de vehicles per a persones amb discapacitat;
Subclases;35430;Fabricació de vehicles per a persones amb discapacitat;
Grupos;355;Fabricació d'altres materials de transport;
Clases;3550;Fabricació d'altres materials de transport;
Subclases;35500;Fabricació d'altres materials de transport;
Subsecciones;DN;INDÚSTRIES MANUFACTURERES DIVERSES;
Divisiones;36;"Fabricació de mobles; altres indústries manufactureres";
Grupos;361;Fabricació de mobles;
Clases;3611;Fabricació de cadires i altres seients;
Subclases;36110;Fabricació de cadires i altres seients;
Clases;3612;Fabricació de mobles d'oficina i d'establiments comercials;
Subclases;36120;Fabricació de mobles d'oficina i d'establiments comercials;
Clases;3613;Fabricació de mobles de cuina i bany;
Subclases;36130;Fabricació de mobles de cuina i bany;
Clases;3614;Fabricació d'altres mobles;
Subclases;36141;Fabricació de mobles domèstics;
Subclases;36142;Fabricació de mobles de jardí;
Subclases;36143;Fabricació d'altres mobles diversos;
Subclases;36144;Activitats relacionades amb la fabricació de mobles;
Clases;3615;Fabricació de matalassos;
Subclases;36150;Fabricació de matalassos;
Grupos;362;Fabricació d'articles de joieria, orfebreria, argenteria i articles similars;
Clases;3621;Fabricació de monedes;
Subclases;36210;Fabricació de monedes;
Clases;3622;Fabricació d'articles de joieria, orfebreria i argenteria;
Subclases;36221;Fabricació d'articles de joieria;
Subclases;36222;Fabricació d'articles d'orfebreria i argenteria;
Grupos;363;Fabricació d'instruments musicals;
Clases;3630;Fabricació d'instruments musicals;
Subclases;36300;Fabricació d'instruments musicals;
Grupos;364;Fabricació d'articles d'esport;
Clases;3640;Fabricació d'articles d'esport;
Subclases;36400;Fabricació d'articles d'esport;
Grupos;365;Fabricació de jocs i joguines;
Clases;3650;Fabricació de jocs i joguines;
Subclases;36500;Fabricació de jocs i joguines;
Grupos;366;Altres indústries manufactureres diverses;
Clases;3661;Fabricació de bijuteria;
Subclases;36610;Fabricació de bijuteria;
Clases;3662;Fabricació d'escombres, brotxes i raspalls;
Subclases;36620;Fabricació d'escombres, brotxes i raspalls;
Clases;3663;Fabricació d'altres articles;
Subclases;36630;Fabricació d'altres articles;
Divisiones;37;Reciclatge;
Grupos;371;Reciclatge de ferralla i residus de metall;
Clases;3710;Reciclatge de ferralla i residus de metall;
Subclases;37100;Reciclatge de ferralla i residus de metall;
Grupos;372;Reciclatge de residus no metàl·lics;
Clases;3720;Reciclatge de residus no metàl·lics;
Subclases;37200;Reciclatge de residus no metàl·lics;
Secciones;E;PRODUCCIÓ I DISTRIBUCIÓ D'ENERGIA ELÈCTRICA, GAS I AIGUA;
Subsecciones;EE;PRODUCCIÓ I DISTRIBUCIÓ D'ENERGIA ELÈCTRICA, GAS I AIGUA;
Divisiones;40;Producció i distribució d'energia elèctrica, gas, vapor i aigua calenta;
Grupos;401;Producció i distribució d'energia elèctrica;
Clases;4011;Producció d'energia elèctrica;
Subclases;40111;Producció d'energia hidroelèctrica;
Subclases;40112;Producció d'energia elèctrica d'origen tèrmic;
Subclases;40113;Producció d'energia elèctrica d'origen nuclear;
Subclases;40114;Producció d'energia elèctrica d'origen eòlic;
Subclases;40115;Producció d'energia elèctrica d'altres tipus;
Clases;4012;Transport d'energia elèctrica;
Subclases;40120;Transport d'energia elèctrica;
Clases;4013;Distribució i comerç d'energia elèctrica;
Subclases;40130;Distribució i comerç d'energia elèctrica;
Grupos;402;"Producció de gas; distribució de combustibles gasosos per conductes urbans, excepte gasoductes";
Clases;4021;Producció de gas;
Subclases;40210;Producció de gas;
Clases;4022;Distribució i comerç de combustibles gasosos per conductes urbans, excepte gasoductes;
Subclases;40220;Distribució i comerç de combustibles gasosos per conductes urbans, excepte gasoductes;
Grupos;403;Producció i distribució de vapor i aigua calenta;
Clases;4030;Producció i distribució de vapor i aigua calenta;
Subclases;40300;Producció i distribució de vapor i aigua calenta;
Divisiones;41;Captació, potabilització i distribució d'aigua;
Grupos;410;Captació, potabilització i distribució d'aigua;
Clases;4100;Captació, potabilització i distribució d'aigua;
Subclases;41000;Captació, potabilització i distribució d'aigua;
Secciones;F;CONSTRUCCIÓ;
Subsecciones;FF;CONSTRUCCIÓ;
Divisiones;45;Construcció;
Grupos;451;Preparació d'obres;
Clases;4511;Demolició i moviment de terres;
Subclases;45111;Demolició i excavacions;
Subclases;45112;Grans moviments de terres;
Clases;4512;Perforacions i sondatges;
Subclases;45120;Perforacions i sondatges;
Grupos;452;Construcció general d'immobles i obres d'enginyeria civil;
Clases;4521;Construcció general d'edificis i obres singulars d'enginyeria civil (ponts, túnels, etc.);
Subclases;45211;Construcció d'edificis;
Subclases;45212;Obres singulars d'enginyeria civil en superfície i en altura;
Subclases;45213;Obres singulars d'enginyeria civil subterrània;
Subclases;45214;Construcció de xarxes;
Subclases;45215;Construcció de línies elèctriques;
Subclases;45216;Construcció de línies de telecomunicacions;
Subclases;45217;Altres treballs de construcció;
Clases;4522;Construcció de cobertes i d'estructures de tancament;
Subclases;45221;Construcció de cobertes i teulades;
Subclases;45222;Treballs d'impermeabilització;
Clases;4523;Construcció d'autopistes, carreteres, camps d'aterratge, vies fèrries i centres esportius;
Subclases;45231;Construcció i reparació de vies fèrries;
Subclases;45232;Construcció de carreteres, autopistes, aeròdroms i instal·lacions esportives;
Clases;4524;Obres hidràuliques;
Subclases;45240;Obres hidràuliques;
Clases;4525;Altres construccions especialitzades;
Subclases;45251;Muntatge d'armadures i estructures metàl·liques;
Subclases;45252;Fonamentació i pilonatge;
Subclases;45253;Altres obres especialitzades;
Grupos;453;Instal·lacions d'edificis i obres;
Clases;4531;Instal·lacions elèctriques;
Subclases;45310;Instal·lacions elèctriques;
Clases;4532;Aïllament tèrmic, acústic i antivibratori;
Subclases;45320;Aïllament tèrmic, acústic i antivibratori;
Clases;4533;Lampisteria i instal·lacions de climatització;
Subclases;45331;Lampisteria;
Subclases;45332;Instal·lacions de climatització;
Clases;4534;Altres instal·lacions d'edificis i obres;
Subclases;45340;Altres instal·lacions d'edificis i obres;
Grupos;454;Acabament d'edificis i obres;
Clases;4541;Arrebossada;
Subclases;45410;Arrebossada;
Clases;4542;Instal·lacions de fusteria i tancaments metàl·lics;
Subclases;45421;Instal·lacions de fusteria i matèries plàstiques;
Subclases;45422;"Tancaments metàl·lics; manyeria";
Clases;4543;Revestiments de terres i parets;
Subclases;45430;Revestiments de terres i parets;
Clases;4544;Vidrieria i pintura;
Subclases;45441;Vidrieria;
Subclases;45442;Pintura;
Clases;4545;Altres treballs d'acabament d'edificis i obres;
Subclases;45450;Altres treballs d'acabament d'edificis i obres;
Grupos;455;Lloguer d'equips de construcció o demolició amb operari;
Clases;4550;Lloguer d'equips de construcció o demolició amb operari;
Subclases;45500;Lloguer d'equips de construcció o demolició amb operari;
Secciones;G;"COMERÇ; REPARACIÓ DE VEHICLES DE MOTOR, MOTOCICLETES I CICLOMOTORS, I ARTICLES PERSONALS I D'ÚS DOMÈSTIC";
Subsecciones;GG;"COMERÇ; REPARACIÓ DE VEHICLES DE MOTOR, MOTOCICLETES I CICLOMOTORS, I ARTICLES PERSONALS I D'ÚS DOMÈSTIC";
Divisiones;50;"Venda, manteniment i reparació de vehicles de motor, motocicletes i ciclomotors; venda al detall de combustible per a vehicles de motor";
Grupos;501;Venda de vehicles de motor;
Clases;5010;Venda de vehicles de motor;
Subclases;50101;Venda de vehicles automòbils;
Subclases;50102;Venda de camions, autobusos i similars;
Subclases;50103;Venda de caravanes;
Grupos;502;Manteniment i reparació de vehicles de motor;
Clases;5020;Manteniment i reparació de vehicles de motor;
Subclases;50200;Manteniment i reparació de vehicles de motor;
Grupos;503;Venda de recanvis i accessoris de vehicles de motor;
Clases;5030;Venda de recanvis i accessoris de vehicles de motor;
Subclases;50301;Comerç a l'engròs de recanvis i accessoris de vehicles de motor;
Subclases;50302;Comerç al detall de recanvis i accessoris de vehicles de motor;
Grupos;504;Venda, manteniment i reparació de motocicletes i ciclomotors, i dels seus recanvis i accessoris;
Clases;5040;Venda, manteniment i reparació de motocicletes i ciclomotors, i dels seus recanvis i accessoris;
Subclases;50400;Venda, manteniment i reparació de motocicletes i ciclomotors, i dels seus recanvis i accessoris;
Grupos;505;Venda al detall de carburants per a l'automoció;
Clases;5050;Venda al detall de carburants per a l'automoció;
Subclases;50500;Venda al detall de carburants per a l'automoció;
Divisiones;51;Comerç a l'engròs i intermediaris del comerç, excepte vehicles de motor i motocicletes;
Grupos;511;Intermediaris del comerç;
Clases;5111;Intermediaris del comerç de primeres matèries agràries, animals vius, primeres matèries tèxtils i productes semielaborats;
Subclases;51110;Intermediaris del comerç de primeres matèries agràries, animals vius, primeres matèries tèxtils i productes semielaborats;
Clases;5112;Intermediaris del comerç de combustibles, minerals, metalls i productes químics industrials;
Subclases;51120;Intermediaris del comerç de combustibles, minerals, metalls i productes químics industrials;
Clases;5113;Intermediaris del comerç de la fusta i materials de construcció;
Subclases;51130;Intermediaris del comerç de la fusta i materials de construcció;
Clases;5114;Intermediaris del comerç de maquinària, equips industrials, embarcacions i aeronaus;
Subclases;51140;Intermediaris del comerç de maquinària, equips industrials, embarcacions i aeronaus;
Clases;5115;Intermediaris del comerç de mobles, articles per a la llar i ferreteria;
Subclases;51150;Intermediaris del comerç de mobles, articles per a la llar i ferreteria;
Clases;5116;Intermediaris del comerç de tèxtils, peces de vestir, calçat i articles de cuir;
Subclases;51160;Intermediaris del comerç de tèxtils, peces de vestir, calçat i articles de cuir;
Clases;5117;Intermediaris del comerç de productes alimentaris, begudes i tabac;
Subclases;51170;Intermediaris del comerç de productes alimentaris, begudes i tabac;
Clases;5118;Intermediaris del comerç especialitzats en la venda de productes específics o grups de productes no esmentats anteriorment;
Subclases;51180;Intermediaris del comerç especialitzats en la venda de productes específics o grups de productes no esmentats anteriorment;
Clases;5119;Intermediaris del comerç de productes diversos;
Subclases;51190;Intermediaris del comerç de productes diversos;
Grupos;512;Comerç a l'engròs de primeres matèries agràries i d'animals vius;
Clases;5121;Comerç a l'engròs de cereals, llavors i aliments per al bestiar;
Subclases;51210;Comerç a l'engròs de cereals, llavors i aliments per al bestiar;
Clases;5122;Comerç a l'engròs de flors i plantes;
Subclases;51220;Comerç a l'engròs de flors i plantes;
Clases;5123;Comerç a l'engròs d'animals vius;
Subclases;51230;Comerç a l'engròs d'animals vius;
Clases;5124;Comerç a l'engròs de cuirs i pells;
Subclases;51240;Comerç a l'engròs de cuirs i pells;
Clases;5125;Comerç a l'engròs de tabac en brut;
Subclases;51250;Comerç a l'engròs de tabac en brut;
Grupos;513;Comerç a l'engròs de productes alimentaris, begudes i tabac;
Clases;5131;Comerç a l'engròs de fruites, patates i verdures;
Subclases;51310;Comerç a l'engròs de fruites, patates i verdures;
Clases;5132;Comerç a l'engròs de carn i productes carnis;
Subclases;51321;Comerç a l'engròs de carn;
Subclases;51322;Comerç a l'engròs de productes carnis;
Subclases;51323;Comerç a l'engròs de volateria i altres animals de granja i caça;
Clases;5133;Comerç a l'engròs de productes lactis, ous, olis i greixos comestibles;
Subclases;51330;Comerç a l'engròs de productes lactis, ous, olis i greixos comestibles;
Clases;5134;Comerç a l'engròs de begudes;
Subclases;51340;Comerç a l'engròs de begudes;
